gazette_number,gazette_type,gazette_date,decree_number,change_type,person_name,post_or_position,institution,organism,is_military_person,military_rank,is_military_post,summary
43299,Ordinaria,2026-01-20,,DESIGNACION_PRESIDENTE_ENTE,Isbemar Jiménez Correa,"Presidenta de Radio Nacional de Venezuela, C.A.",,Ministerio del Poder Popular para la Comunicación e Información,NO,,NO,"Artículo 4°. Nombro a la ciudadana ISBEMAR JIMÉNEZ CORREA, titular de la cédula de identidad N° V-6.306.434, como PRESIDENTA DE RADIO NACIONAL DE VENEZUELA, C.A., ente adscrito al Ministerio del Poder Popular para la Comunicación e Información, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 5°. El presente D"
43300,Ordinaria,2026-01-21,5.223,DESIGNACION_VICEMINISTRO,Mauricio Erasmo Vega Méndez,Viceministro de Hospitales,,Presidencia de la República,NO,,NO,"Artículo 1°. Nombro al ciudadano MAURICIO ERASMO VEGA MÉNDEZ, titular de la cédula de identidad N° V-15.991.853, como VICEMINISTRO DE HOSPITALES, en condición de Encargado, del Ministerio del Poder Popular para la Salud, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 2°. Nombro a la ciudadan"
43300,Ordinaria,2026-01-21,5.223,DESIGNACION_VICEMINISTRO,Noly Coromoto Fernández Hernández,Viceministra de Redes de Atención Ambulatoria de Salud,,Presidencia de la República,NO,,NO,"Artículo 2°. Nombro a la ciudadana NOLY COROMOTO FERNÁNDEZ HERNÁNDEZ, titular de la cédula de identidad N° V-7.806.783, como VICEMINISTRA DE REDES DE ATENCIÓN AMBULATORIA DE SALUD, en condición de Encargada, del Ministerio del Poder Popular para la Salud, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. 470.690 GACETA OFICIAL DE LA REPÚ"
43300,Ordinaria,2026-01-21,5.224,DESIGNACION_PRESIDENTE_ENTE,José Gregorio Pérez Piccone,"Presidente de la Corporación Socialista del Cemento S.A. (CSC), en Condición de Encargado",Corporación Socialista del Cemento S,Presidencia de la República,NO,,NO,"Decreto N° 5.224, mediante el cual se nombra al ciudadano José Gregorio Pérez Piccone, como Presidente de la Corporación Socialista del Cemento S.A. (CSC), en condición de Encargado, ente adscrito al Ministerio del Poder Popular de Industrias y Comercio Nacional."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIRECTOR,Rubens David Salom Salazar,Director de Servicios Generales,,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,NO,,SI,"Resolución mediante la cual se designa al ciudadano Rubens David Salom Salazar, como Director de Servicios Generales, del Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno, en condición de Encargado."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIRECTOR,Marlon Gustavo Valbuena Arrieta,Director de la Dirección de Administración y Logística,,Ministerio del Poder Popular para la Defensa,SI,Coronel,SI,"Resolución mediante la cual se designa al ciudadano Teniente Coronel Marlon Gustavo Valbuena Arrieta, como Director de la Dirección de Administración y Logística, de la Guardia de Honor Presidencial."
43300,Ordinaria,2026-01-21,,DESIGNACION_GERENTE,Helga Yelitza Davalillo Caraballo,Gerente General,,Ministerio del Poder Popular para la Agricultura Productiva y Tierras Fondas,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Helga Yelitza Davalillo Caraballo, como Gerente General, del Fondo para el Desarrollo Agrario Socialista (FONDAS)."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIPLOMATICA,Jesús Argenis Espinoza Morillo,Consultor Jurídico,,Ministerio del Poder Popular para la Agricultura Productiva y Tierras Fondas,NO,,NO,"Providencia mediante la cual se designa al ciudadano Jesús Argenis Espinoza Morillo, como Consultor Jurídico, del Fondo para el Desarrollo Agrario Socialista (FONDAS)."
43300,Ordinaria,2026-01-21,,DESIGNACION_AUDITOR,Pedro José Amaya Lomgart,Auditor,,Ministerio del Poder Popular para la Agricultura Productiva y Tierras Fondas,NO,,NO,"Providencia mediante la cual se designa al ciudadano Pedro José Amaya Lomgart, como Auditor, en calidad de Encargado, del Fondo para el Desarrollo Agrario Socialista (FONDAS)."
43300,Ordinaria,2026-01-21,,DESIGNACION_GERENTE,Verónica del Valle Lezama Ramírez,Gerente de la Oficina de Gestión Humana,,Ministerio del Poder Popular para la Agricultura Productiva y Tierras Fondas,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Verónica del Valle Lezama Ramírez, como Gerente de la Oficina de Gestión Humana, del Fondo para el Desarrollo Agrario Socialista (FONDAS)."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIRECTOR_GENERAL,Beatriz Avendaño Terán,Directora General del Despacho,,Ministerio del Poder Popular para la Salud,NO,,NO,"Resolución mediante la cual se designa a la ciudadana Beatriz Avendaño Terán, como Directora General del Despacho, del Ministerio del Poder Popular para la Salud."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIRECTOR_GENERAL,Jessica Yenyre Sosa Bernal,Directora General de la Oficina de Gestión Comunicacional,,Ministerio del Poder Popular para la Salud,NO,,NO,"Resolución mediante la cual se designa a la ciudadana Jessica Yenyre Sosa Bernal, como Directora General de la Oficina de Gestión Comunicacional, del Ministerio del Poder Popular para la Salud."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIRECTOR_GENERAL,Valle Teresa Bompart Hernández,Directora General de la Oficina de Gestión Humana,,Ministerio del Poder Popular para la Salud,NO,,NO,"Resolución mediante la cual se designa a la ciudadana Valle Teresa Bompart Hernández, como Directora General de la Oficina de Gestión Humana, del Ministerio del Poder Popular para la Salud."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIRECTOR_GENERAL,Amanda Beatriz Abreu Catalá,Directora General de la Oficina de Integración y Asuntos Internancionales,,Ministerio del Poder Popular para la Salud,NO,,NO,"Resolución mediante la cual se designa a la ciudadana Amanda Beatriz Abreu Catalá, como Directora General de la Oficina de Integración y Asuntos Internancionales, del Ministerio del Poder Popular para la Salud."
43300,Ordinaria,2026-01-21,,DESIGNACION_DIRECTOR_GENERAL,Jonatán David López Oquendo,Director General de Comunicación Digital,,Ministerio del Poder Popular para la Comunicación e Información,NO,,NO,"Resolución mediante la cual se designa al ciudadano Jonatán David López Oquendo, como Director General de Comunicación Digital, adscrito al Viceministerio de Planificación y Estrategia Comunicacional, de este Ministerio."
43300,Ordinaria,2026-01-21,,CORRECCION_ERROR,,,,Contraloría General de la República,NO,,NO,Resolución mediante la cual se corrige por error material la
43300,Ordinaria,2026-01-21,,OTRO,,,,Contraloría General de la República,NO,,NO,"Resolución N° 01-00-000304, de fecha 27 de noviembre de 2025, publicada en la Gaceta Oficial de la República Bolivariana de Venezuela N° 43.280 del 18 de diciembre de 2025."
43300,Ordinaria,2026-01-21,,DESIGNACION_VICEMINISTRO,Alexandra Josefina Hernández de Castillo,"Viceministra de Recursos, Tecnología y Regulación",,Ministerio del Poder Popular para la Salud,NO,,NO,"Artículo 3°. Nombro a la ciudadana ALEXANDRA JOSEFINA HERNÁNDEZ DE CASTILLO, titular de la cédula de identidad N° V-11.406.273, como VICEMINISTRA DE RECURSOS, TECNOLOGÍA Y REGULACIÓN, en condición de Encargada, del Ministerio del Poder Popular para la Salud, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 4°. Nombro a la ciudadan"
43300,Ordinaria,2026-01-21,,DESIGNACION_VICEMINISTRO,Magda Mara Magris Crestini,Viceministra de Redes de Salud Colectiva,,Ministerio del Poder Popular para la Salud,NO,,NO,"Artículo 4°. Nombro a la ciudadana MAGDA MARA MAGRIS CRESTINI, titular de la cédula de identidad N° V-6.431.427, como VICEMINISTRA DE REDES DE SALUD COLECTIVA, en condición de Encargada, del Ministerio del Poder Popular para la Salud, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 5°. Nombro a la ciudadan"
43301,Ordinaria,2026-01-22,5.225,DESIGNACION_RECTOR,Carlos Humberto Alvarado González,Rector de la Universidad de las Ciencias de la Salud (UCS),,Presidencia de la República,NO,,NO,"Decreto N° 5.225, mediante el cual se nombra al ciudadano Carlos Humberto Alvarado González, como Rector de la Universidad de las Ciencias de la Salud (UCS)."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Gustavo Enrique González López,"Cuentadante Responsable de la Unidad Administradora Desconcentrada “guardia de Honor Presidencial”, con Sede en la Ciudad de Caracas, Distrito Capital; y se Delega las Atribuciones y Firma de los Actos y Documentos que en Ella se Indican",,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,SI,General en Jefe,SI,"Resolución mediante la cual se designa al ciudadano Gustavo Enrique González López, Comandante de la Guardia de Honor Presidencial, como Cuentadante Responsable de la Unidad Administradora Desconcentrada “Guardia de Honor Presidencial”, con sede en la ciudad de Caracas, Distrito Capital; y se delega las atribuciones y firma de los actos y documentos que en ella se indican."
43301,Ordinaria,2026-01-22,,DESIGNACION_COMANDANTE,Luis Gerónimo Moya Marcano,Comandante de la Unidad Especial de Seguridad y Protección a Personalidades de Estado (U.E.S.P.P.E),,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada Luis Gerónimo Moya Marcano, como Comandante de la Unidad Especial de Seguridad y Protección a Personalidades de Estado (U.E.S.P.P.E), del Segundo Comando y Jefatura de Estado Mayor de la Guardia de Honor Presidencial."
43301,Ordinaria,2026-01-22,,DESIGNACION_COMANDANTE,Juan Manuel Lugo Rivera,Comandante de la Brigada de la Guardia de Honor Presidencial (B.G.H.P),,Ministerio del Poder Popular para la Defensa,SI,Coronel,SI,"Resolución mediante la cual se designa al ciudadano Coronel Juan Manuel Lugo Rivera, como Comandante de la Brigada de la Guardia de Honor Presidencial (B.G.H.P), del Segundo Comando y Jefatura de Estado Mayor de la Guardia de Honor Presidencial."
43301,Ordinaria,2026-01-22,,DESIGNACION_COMANDANTE,José Gregorio Aray Quereigua,Comandante de la Brigada Especial de Protección y Aseguramiento Presidencial (B.E.P.A.P),,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada José Gregorio Aray Quereigua, como Comandante de la Brigada Especial de Protección y Aseguramiento Presidencial (B.E.P.A.P), del Segundo Comando y Jefatura de Estado Mayor de la Guardia de Honor Presidencial."
43301,Ordinaria,2026-01-22,,DESIGNACION_COMANDANTE,Camilo Vetencourt Párraga,"Comandante de la Brigada de Fuerzas Especiales ""gran Mariscal de Ayacucho Antonio José de Sucre""",,Ministerio del Poder Popular para la Defensa,SI,Coronel,SI,"Resolución mediante la cual se designa al ciudadano Coronel Camilo Vetencourt Párraga, como Comandante de la Brigada de Fuerzas Especiales ""Gran Mariscal de Ayacucho Antonio José de Sucre"", del Segundo Comando y Jefatura de Estado Mayor de la Guardia de Honor Presidencial."
43301,Ordinaria,2026-01-22,,DESIGNACION_COMANDANTE,Aníbal Rafael Bellorín Pereira,Comandante del Grupo Aéreo Presidencial Nº 4,,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada Aníbal Rafael Bellorín Pereira, como Comandante del Grupo Aéreo Presidencial Nº 4, del Segundo Comando y Jefatura de Estado Mayor de la Guardia de Honor Presidencial."
43301,Ordinaria,2026-01-22,,DESIGNACION_COMANDANTE,Rubén Darío Coronel Mora,"Comandante de la Unidad Especial de Milicia ""vencedores en Ayacucho""",,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada Rubén Darío Coronel Mora, como Comandante de la Unidad Especial de Milicia ""Vencedores en Ayacucho"", del Segundo Comando y Jefatura de Estado Mayor del Comando General de la Milicia Bolivariana."
43301,Ordinaria,2026-01-22,,DELEGACION_FUNCIONES,Lenín Lorenzo Ramírez Villasmil,,Aeronáutica Nacional (EANSA),Aeronáutica Nacional (EANSA) (ministerio del Poder Popular para la Defensa),SI,Mayor General,SI,"Resolución mediante la cual se delega al ciudadano Mayor General Lenín Lorenzo Ramírez Villasmil, en su carácter de Comandante General de la Aviación Militar Bolivariana, la facultad de firmar el ADDENDUM N° 1 AL CONTRATO DE COMODATO celebrado en fecha 07 de enero de 2021 entre el Ministerio del Poder Popular para la Defensa a través de la Aviación Militar Bolivariana y la EMPRESA AERONÁUTICA NACIONAL (EANSA)."
43301,Ordinaria,2026-01-22,,DELEGACION_FUNCIONES,Gustavo Enrique González López,,,Ministerio del Poder Popular para la Defensa,SI,General en Jefe,SI,"Resolución mediante la cual se delega al ciudadano General en Jefe Gustavo Enrique González López, en su carácter de Comandante de la Guardia de Honor Presidencial, la aprobación y ordenación de los pagos que afecten los créditos desconcentrados acordados en la Ley de Presupuesto y sus modificaciones, a favor de la unidad administradora desconcentrada con firma, GUARDIA DE HONOR PRESIDENCIAL."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Gustavo Enrique González López,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,General en Jefe,SI,"Resolución mediante la cual se designa al ciudadano General en Jefe Gustavo Enrique González López, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03 y 4.06), que se giren a la Unidad Administradora desconcentrada con firma, GUARDIA DE HONOR PRESIDENCIAL."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Gustavo Enrique González López,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,General en Jefe,SI,"Resolución mediante la cual se designa al ciudadano General en Jefe Gustavo Enrique González López, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03 y 4.06), que se giren a la Unidad Administradora desconcentrada con firma, DIRECCIÓN GENERAL DE CONTRAINTELIGENCIA MILITAR (DGCIM)."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Luis Gerónimo Moya Marcano,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada Luis Gerónimo Moya Marcano, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03 y 4.06), que se giren a la Unidad Administradora desconcentrada sin firma, UNIDAD ESPECIAL DE SEGURIDAD Y PROTECCIÓN A PERSONALIDADES DE ESTADO."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Juan Manuel Lugo Rivera,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,Coronel,SI,"Resolución mediante la cual se designa al ciudadano Coronel Juan Manuel Lugo Rivera, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03 y 4.06), que se giren a la Unidad Administradora desconcentrada sin firma, CUSTODIA."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,José Gregorio Aray Quereigua,Responsable del Manejo de los Fondos de Funcionamiento (partida 4,,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada José Gregorio Aray Quereigua, como responsable del manejo de los Fondos de Funcionamiento (Partida 4.06), que se giren a la Unidad Administradora desconcentrada sin firma, BRIGADA ESPECIAL DE PROTECCIÓN Y ASEGURAMIENTO PRESIDENCIAL (B.E.P.A.P)."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Aníbal Rafael Bellorín Pereira,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada Aníbal Rafael Bellorín Pereira, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03 y 4.06), que se giren a la Unidad Administradora desconcentrada sin firma, OPERACIONES AÉREAS."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Aníbal Rafael Bellorín Pereira,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada Aníbal Rafael Bellorín Pereira, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03 y 4.04), que se giren a la Unidad Administradora desconcentrada sin firma, GRUPO AÉREO PRESIDENCIAL N° 4 DE LA GUARDIA DE HONOR PRESIDENCIAL."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Camilo Vetencourt Párraga,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,Coronel,SI,"Resolución mediante la cual se designa al ciudadano Coronel Camilo Vetencourt Párraga, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03, 4.04 y 4.06), que se giren a la Unidad Administradora desconcentrada sin firma, BRIGADA DE FUERZAS ESPECIALES “GRAN MARISCAL DE AYACUCHO ANTONIO JOSÉ DE SUCRE”."
43301,Ordinaria,2026-01-22,,DESIGNACION_ADMINISTRADOR,Rubén Darío Coronel Mora,Responsable del Manejo de los Fondos de Funcionamiento (partidas 4,,Ministerio del Poder Popular para la Defensa,SI,General de Brigada,SI,"Resolución mediante la cual se designa al ciudadano General de Brigada Rubén Darío Coronel Mora, como responsable del manejo de los Fondos de Funcionamiento (Partidas 4.02, 4.03, 4.04 y 4.06), que se giren a la Unidad Administradora desconcentrada sin firma, UNIDAD ESPECIAL DE MILICIA “VENCEDORES EN AYACUCHO”."
43301,Ordinaria,2026-01-22,,DESIGNACION_DIRECTOR_GENERAL,Francisco Xavier Guerrero Valero,"Director General de Seguimiento, Fortalecimiento y Promoción de la Innovación Científica Popular de Este Ministerio",,Ministerio del Poder Popular para el Proceso Social de Trabajo,NO,,NO,"se designa al ciudadano Francisco Xavier Guerrero Valero, como Director General de Seguimiento, Fortalecimiento y Promoción de la Innovación Científica Popular de este Ministerio. MINISTERIO DEL PODER POPULAR PARA EL PROCESO SOCIAL DE TRABAJO Resolución mediante la cual se culmina la Encargaduría, al ciudadano José Carlos Alonso Daza, del cargo de Director General (E), adscrito"
43301,Ordinaria,2026-01-22,,DESIGNACION_DIRECTOR_GENERAL,Armando Eloy Franco Dávila,Director General,,Ministerio del Poder Popular para el Proceso Social de Trabajo,NO,,SI,"se designa al ciudadano Armando Eloy Franco Dávila, como Director General, en calidad de Encargado, adscrito a la Oficina de Gestión Comunicacional, del Ministerio del Poder Popular para el Proceso Social de Trabajo. MINISTERIO DEL PODER POPULAR DE OBRAS PÚBLICAS CORPOASFALTO Providen"
43301,Ordinaria,2026-01-22,,DESIGNACION_DIRECTOR_GENERAL,Evelin del Carmen González Arroyo,"Gerente de Gestión Administrativa (E) de la Corporación de Asfalto, S.A",Corporación de Asfalto,Ministerio del Poder Popular para la Energía Eléctrica,NO,,NO,"se designa a la ciudadana Evelin del Carmen González Arroyo, como Gerente de Gestión Administrativa (E) de la Corporación de Asfalto, S.A. (CORPOASFALTO). MINISTERIO DEL PODER POPULAR PARA LA ENERGÍA ELÉCTRICA Resolución mediante la cual se designa al ciudadano Abraham Enrique Peralta Ávila, como Director General del Fondo para la Energí"
43302,Ordinaria,2026-01-23,5.227,DESIGNACION_VICEMINISTRO,Rosalbina Teresa de Jesús Hurtado Ruiz,Viceministra de Salud Integral,,Presidencia de la República,NO,,NO,"Artículo 1°. Nombro a la ciudadana ROSALBINA TERESA DE JESÚS HURTADO RUIZ, titular de la cédula de identidad N° V- 9.700.003, como VICEMINISTRA DE SALUD INTEGRAL, en condición de Encargada, del Ministerio del Poder Popular para la Salud, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 2°. Nombro a la ciudadan"
43302,Ordinaria,2026-01-23,5.227,DESIGNACION_PRESIDENTE_ENTE,Nellys Molina Contreras,Presidenta de la Fundación Misión Barrio Adentro,Fundación Misión Barrio Adentro,Presidencia de la República,NO,,NO,"Artículo 2°. Nombro a la ciudadana NELLYS MOLINA CONTRERAS, titular de la cédula de identidad N° V- 9.991.303, como PRESIDENTA DE LA FUNDACIÓN MISIÓN BARRIO ADENTRO, ente adscrito al Ministerio del Poder Popular para la Salud, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 3°. Nombro a la ciudadana TILO VERÓNIC"
43302,Ordinaria,2026-01-23,5.228,DESIGNACION_PRESIDENTE_ENTE,Aníbal Eduardo Coronado Millán,"Presidente de la Compañía Anónima Metro de Caracas, en Condición de Encargado",,Presidencia de la República,NO,,NO,"Decreto N° 5.228, mediante el cual se nombra al ciudadano Aníbal Eduardo Coronado Millán, como Presidente de la Compañía Anónima Metro de Caracas, en condición de Encargado, ente adscrito al Ministerio del Poder Popular para el Transporte. MINISTERIO DEL PODER POPULAR DEL DESPACHO DE LA PRESIDENCIA Y SEGUIMIENTO DE LA GESTIÓN DE GOBIERNO “CORPORACIÓN JUNTOS TODO ES POSIBLE”, S.A., “JUNTOS”"
43302,Ordinaria,2026-01-23,,DESIGNACION_GERENTE,Senaida Josefina Gamboa Quintana,Gerente de la Oficina de Planificación Estratégica y Presupuesto,,Presidencia de la República,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Senaida Josefina Gamboa Quintana, como Gerente de la Oficina de Planificación Estratégica y Presupuesto, de la “CORPORACIÓN JUNTOS TODO ES POSIBLE”, S.A., en condición de Ad Honorem, como Encargada."
43302,Ordinaria,2026-01-23,,DESIGNACION_DIPLOMATICA,Alexander José Ramírez Rojas,Gerente de la Oficina de Consultoría Jurídica,,Presidencia de la República,NO,,NO,"Providencia mediante la cual se designa al ciudadano Alexander José Ramírez Rojas, como Gerente de la Oficina de Consultoría Jurídica, de la “CORPORACIÓN JUNTOS TODO ES POSIBLE”, S.A., en condición de Ad Honorem, como Encargado."
43302,Ordinaria,2026-01-23,,DESIGNACION_GERENTE,Carlos Vicente García Gómez,Gerente de la Oficina de Tecnologías de la Información y Comunicación,,Presidencia de la República,NO,,NO,"Providencia mediante la cual se designa al ciudadano Carlos Vicente García Gómez, como Gerente de la Oficina de Tecnologías de la Información y Comunicación, de la “CORPORACIÓN JUNTOS TODO ES POSIBLE”, S.A., en condición de Ad Honorem, como Encargado."
43302,Ordinaria,2026-01-23,,DESIGNACION_AUDITOR,Aracelys del Valle Chaló de Lemus,Auditora Interna,,Presidencia de la República,NO,,NO,"Providencia mediante la cual se designa a la ciudadana Aracelys del Valle Chaló de Lemus, como Auditora Interna, de la “CORPORACIÓN JUNTOS TODO ES POSIBLE”, S.A., en condición de Ad Honorem, como Encargada."
43302,Ordinaria,2026-01-23,,DESIGNACION_GERENTE,Pedro Luis Malaver Ruiz,Gerente de la Gerencia de Evaluación y Seguimiento,,Presidencia de la República,NO,,NO,"Providencia mediante la cual se designa al ciudadano Pedro Luis Malaver Ruiz, como Gerente de la Gerencia de Evaluación y Seguimiento, de la “CORPORACIÓN JUNTOS TODO ES POSIBLE”, S.A., en condición de Ad Honorem, como Encargado."
43302,Ordinaria,2026-01-23,,DESIGNACION_GERENTE,Carlos Alberto Barrero Hernández,Gerente de la Gerencia de Ecodesarrollo y Sustentabilidad,,Presidencia de la República,NO,,NO,"Providencia mediante la cual se designa al ciudadano Carlos Alberto Barrero Hernández, como Gerente de la Gerencia de ECODESARROLLO Y SUSTENTABILIDAD, de la “CORPORACIÓN JUNTOS TODO ES POSIBLE”, S.A., en condición de Ad Honorem, como Encargado."
43302,Ordinaria,2026-01-23,,COMISION_CONTRATACIONES,,Miembros Principales y Suplentes,Corporación Juntos Todo Es Posible,Presidencia de la República,NO,,NO,"Providencia mediante la cual se constituye la Comisión de Contrataciones Públicas, con carácter permanente, de la CORPORACIÓN JUNTOS TODO ES POSIBLE, S.A.; estará integrada por las ciudadanas y ciudadanos que en ella se mencionan, como Miembros Principales y Suplentes."
43302,Ordinaria,2026-01-23,,PUBLICACION_BCV,,,,Banco Central de Venezuela,NO,,NO,Aviso Oficial mediante el cual se procede a publicar el “Estudio Comparativo de Tarjetas de Crédito y Débito” correspondiente al mes de septiembre 2025.
43302,Ordinaria,2026-01-23,,REGULACION_TASAS,,,,Banco Central de Venezuela,NO,,NO,Aviso Oficial mediante el cual se informa al público en general las tasas de interés aplicables a las obligaciones derivadas de la relación de trabajo para el mes de octubre de 2025 y las tasas de interés para operaciones con tarjetas de crédito correspondiente al mes de noviembre de 2025.
43302,Ordinaria,2026-01-23,,REGULACION_TASAS,,,,Banco Central de Venezuela,NO,,NO,Aviso Oficial mediante el cual se informa al público en general las tasas de interés aplicables a las obligaciones derivadas de la relación de trabajo para el mes de noviembre de 2025 y las tasas de interés para operaciones con tarjetas de crédito correspondiente al mes de diciembre de 2025.
43302,Ordinaria,2026-01-23,,PUBLICACION_BCV,,,,Banco Central de Venezuela,NO,,NO,Aviso Oficial mediante el cual se procede a publicar el “Estudio comparativo de tarjetas de Crédito y Débito” correspondiente al mes de octubre de 2025.
43302,Ordinaria,2026-01-23,,REGULACION_TASAS,,,,Banco Central de Venezuela,NO,,NO,Aviso Oficial mediante el cual se informa al público en general las tasas de interés aplicables a las obligaciones derivadas de la relación de trabajo para el mes de diciembre de 2025 y las tasas de interés para operaciones con tarjetas de crédito correspondiente al mes de enero de 2026.
43302,Ordinaria,2026-01-23,,COMISION_CONTRATACIONES,,Miembros Principales y Suplentes,,Ministerio del Poder Popular de Pesca y Acuicultura,NO,,NO,"Resolución mediante la cual se conforma la Comisión de Contrataciones del Ministerio del Poder Popular de Pesca y Acuicultura, con carácter permanente; estará integrada por las ciudadanas y ciudadanos que en ella se mencionan, como Miembros Principales y Suplentes."
43302,Ordinaria,2026-01-23,,DESIGNACION_DIRECTOR_GENERAL,José Manuel García Rojas,Director General (E) de Epidemiología,,Ministerio del Poder Popular para la Salud,NO,,NO,"Resolución mediante la cual se designa al ciudadano José Manuel García Rojas, como Director General (E) de Epidemiología, adscrito al Viceministerio de Redes de Salud Colectiva, de este Órgano Ministerial."
43302,Ordinaria,2026-01-23,,PENSION,Melisa Desirée Mantilla Alarcón,,,Ministerio del Poder Popular para la Educación Universitaria,NO,,NO,"Resolución mediante la cual se otorga el beneficio de Pensión por Incapacidad, a la ciudadana Melisa Desirée Mantilla Alarcón."
43302,Ordinaria,2026-01-23,,DESIGNACION_PRESIDENTE_ENTE,Tilo Verónica Ramírez López,Presidenta de la Fundación de Edificaciones y Equipamiento Hospitalario (FUNDEEH),Fundación de Edificaciones y Equipamiento Hospitalario (FUNDEEH),Ministerio del Poder Popular para la Salud,NO,,NO,"Artículo 3°. Nombro a la ciudadana TILO VERÓNICA RAMÍREZ LÓPEZ, titular de la cédula de identidad N° V- 11.818.968, como PRESIDENTA DE LA FUNDACIÓN DE EDIFICACIONES Y EQUIPAMIENTO HOSPITALARIO (FUNDEEH), ente adscrito al Ministerio del Poder Popular para la Salud, con las competencias inherentes al referido cargo, de conformidad con el ordenamiento jurídico vigente. Artículo 4°. El presente Decreto entrará en vig"
43303,Ordinaria,2026-01-26,,JUBILACION,Ralibel Briceño Gómez,,,SENIAT,NO,,NO,"Providencia mediante la cual se otorga el bene¿cio de Jubilación Especial, a la ciudadana Ralibel Briceño Gómez."
43303,Ordinaria,2026-01-26,,REGULACION_TASAS,,,,SENIAT,NO,,NO,Providencia mediante la cual se establece la tasa aplicable para el cálculo de los intereses moratorios correspondiente al mes de diciembre de 2025.
